Id,SalePrice
1461,133226.78985047605
1462,142389.34686895637
1463,160829.0257837963
1464,164799.3607201277
1465,227670.12212584936
1466,174079.3026258406
1467,148005.70122078664
1468,158727.22900054115
1469,197809.55993910384
1470,119237.55486512397
1471,197809.55993910384
1472,111306.93351328971
1473,113259.61366630501
1474,146927.22359103002
1475,186559.4696828201
1476,365720.75873626367
1477,274191.5157310342
1478,325072.410063892
1479,330549.70118176454
1480,505023.035941392
1481,302096.9093872783
1482,226622.33561791285
1483,161189.87735921756
1484,191325.9951930242
1485,179729.13728162614
1486,191325.9951930242
1487,286303.20456941804
1488,272684.83781286946
1489,209485.59294100903
1490,171100.17695324746
1491,198151.96944742434
1492,123983.89119704568
1493,182944.5893088248
1494,298041.1738222023
1495,272684.83781286946
1496,211856.43296833214
1497,199776.13225066007
1498,167905.29214734264
1499,167905.29214734264
1500,137441.12696730898
1501,162845.35838878565
1502,174388.85689342231
1503,286303.20456941804
1504,240627.0029499994
1505,214719.8844255466
1506,161133.3051162345
1507,189092.2110597998
1508,182944.5893088248
1509,165712.18780480884
1510,140033.43504623687
1511,137200.3828723238
1512,144652.6711665277
1513,140307.95638333217
1514,132236.4232241943
1515,157126.2070605403
1516,168149.44270515945
1517,148968.4123838977
1518,141570.77940828592
1519,214719.8844255466
1520,130268.38219855326
1521,132236.4232241943
1522,170068.35235516954
1523,114456.53670932232
1524,123416.59939174878
1525,123416.59939174878
1526,123416.59939174878
1527,106887.0829811362
1528,128701.8374528158
1529,132150.45008844105
1530,166917.28743203756
1531,141027.99667523202
1532,127020.35634707767
1533,141570.77940828592
1534,132916.08016092275
1535,146320.72895317088
1536,125422.15138795553
1537,136279.12197508372
1538,216384.45437981762
1539,287058.86216054065
1540,140050.7270456982
1541,146102.36799767852
1542,125351.8677458982
1543,191325.9951930242
1544,97228.28918611407
1545,114776.93351328971
1546,146927.22359103002
1547,130318.68792865923
1548,131360.83232461067
1549,125478.46921534106
1550,138147.55258274244
1551,131444.13304823506
1552,142044.05213157434
1553,151623.26625498175
1554,111306.93351328971
1555,165797.33916764968
1556,106966.27764952226
1557,132236.4232241943
1558,101505.50264067602
1559,108876.16333887598
1560,152353.04447270455
1561,120792.12597008949
1562,126379.0282068911
1563,123416.59939174878
1564,153448.6017576835
1565,164120.37810270506
1566,239676.67035332293
1567,97860.96085207505
1568,182881.79778943825
1569,151514.01381804253
1570,159953.0844909287
1571,140060.12173224072
1572,132435.90573326946
1573,234470.33247665263
1574,144652.6711665277
1575,199948.31281477129
1576,178821.79076841884
1577,204807.29891732676
1578,144639.23253464437
1579,133226.78985047605
1580,197809.55993910384
1581,128271.78796563053
1582,130144.8980922343
1583,321477.6769949023
1584,250361.6245236022
1585,148005.70122078664
1586,78815.91479356427
1587,115701.62634236137
1588,130268.38219855326
1589,106731.06021425614
1590,136493.19163588373
1591,118459.95747855309
1592,139679.2776680422
1593,146927.22359103002
1594,109621.03697010447
1595,147123.52849811927
1596,201238.58070124406
1597,143863.5573319144
1598,188359.37332519252
1599,248208.7315434888
1600,231516.67567399616
1601,95055.19955187562
1602,137441.12696730898
1603,112164.59600409218
1604,261991.13963636366
1605,269809.2614492331
1606,167306.74327195686
1607,168296.4124706778
1608,208792.70523385442
1609,197809.55993910384
1610,135778.69628233218
1611,163392.33422488204
1612,144652.6711665277
1613,169826.88943637913
1614,127020.35634707767
1615,96615.50797678404
1616,96615.50797678404
1617,96615.50797678404
1618,123416.59939174878
1619,133226.78985047605
1620,140781.66557367268
1621,128560.3609735828
1622,123416.59939174878
1623,313790.9111451356
1624,173481.79082998977
1625,157514.7162731208
1626,170710.72111332815
1627,162898.0306029613
1628,299192.64999061765
1629,173564.22086787166
1630,323970.1735012819
1631,236584.24766697487
1632,289910.06869753584
1633,169861.25863382913
1634,158727.22900054115
1635,173308.00537852873
1636,153462.3599927427
1637,165802.07340284393
1638,202254.91047529894
1639,176692.54508211298
1640,247126.80122428248
1641,176692.54508211298
1642,204807.29891732676
1643,246053.72752142797
1644,241276.16834682482
1645,170956.91187425118
1646,156732.86960535654
1647,199948.31281477129
1648,132150.45008844105
1649,128271.78796563053
1650,119237.55486512397
1651,119237.55486512397
1652,111306.93351328971
1653,111306.93351328971
1654,171227.38579182615
1655,191325.9951930242
1656,146927.22359103002
1657,171227.38579182615
1658,146927.22359103002
1659,186559.4696828201
1660,151263.5790502269
1661,384609.1240925855
1662,340223.162426185
1663,379970.324074517
1664,435030.9794701214
1665,349966.58636547934
1666,325337.02618176455
1667,307219.88921902765
1668,350786.06303214596
1669,320375.58537423686
1670,349966.58636547934
1671,236566.3048997127
1672,505023.035941392
1673,321968.5751237896
1674,272684.83781286946
1675,158074.31605334877
1676,158074.31605334877
1677,197809.55993910384
1678,463172.18936507934
1679,367792.6737987013
1680,358669.3230030884
1681,298535.9477407592
1682,306557.5831174371
1683,191325.9951930242
1684,182299.34063065125
1685,173308.00537852873
1686,191325.9951930242
1687,169861.25863382913
1688,191325.9951930242
1689,191325.9951930242
1690,180772.34461696216
1691,169861.25863382913
1692,290722.8659174404
1693,169861.25863382913
1694,171227.38579182615
1695,173564.22086787166
1696,273833.57761092705
1697,173564.22086787166
1698,326970.67079478526
1699,321477.6769949023
1700,224610.06895199875
1701,272561.72364289913
1702,273572.0028268082
1703,279909.69116014155
1704,279909.69116014155
1705,253677.83403061127
1706,434376.2079145658
1707,201943.84746011227
1708,204807.29891732676
1709,327178.07894566545
1710,266564.38781286945
1711,264382.53687780455
1712,293834.08550788066
1713,233521.73954947217
1714,214719.8844255466
1715,201622.7856915203
1716,204807.29891732676
1717,197809.55993910384
1718,137762.31097152052
1719,193950.32321640573
1720,266347.1494795361
1721,211048.99282086873
1722,130268.38219855326
1723,135232.34184668277
1724,209485.59294100903
1725,232739.1440059693
1726,162845.35838878565
1727,152284.6517314265
1728,183017.96775680844
1729,150899.88107428647
1730,171227.38579182615
1731,129460.91996513287
1732,130144.8980922343
1733,128689.9376918899
1734,128271.78796563053
1735,123416.59939174878
1736,123416.59939174878
1737,350043.0523789018
1738,199948.31281477129
1739,285632.7389275104
1740,164056.14002213362
1741,154739.91410139683
1742,162845.35838878565
1743,183017.96775680844
1744,304317.65105394495
1745,240275.18507515127
1746,236874.84270014166
1747,219966.870287465
1748,184112.1841780794
1749,166069.5261254589
1750,142389.34686895637
1751,221456.38905653724
1752,123416.59939174878
1753,140364.65859227028
1754,197809.55993910384
1755,180113.83026317199
1756,129614.77841316913
1757,123416.59939174878
1758,148016.4715330696
1759,168475.38184392967
1760,169289.74101103103
1761,169862.9598067495
1762,155888.62445975156
1763,173623.89574879393
1764,123416.59939174878
1765,158266.47570021133
1766,167879.96206767534
1767,189315.869117529
1768,130268.38219855326
1769,201193.8738408212
1770,132916.08016092275
1771,132236.4232241943
1772,132236.4232241943
1773,151351.21842218278
1774,144652.6711665277
1775,135765.71673859778
1776,128560.3609735828
1777,122175.13967128066
1778,128271.78796563053
1779,130528.40199922383
1780,182299.34063065125
1781,132236.4232241943
1782,107911.6121604394
1783,128560.3609735828
1784,100085.50797678405
1785,138341.12007734115
1786,162947.68780180474
1787,186780.8834357116
1788,73785.60636865585
1789,127749.7610823889
1790,104399.83874601481
1791,167493.7726262374
1792,147085.15475709626
1793,156732.86960535654
1794,150316.61070578548
1795,140421.30584331538
1796,152168.13867675414
1797,141866.79895005948
1798,128271.78796563053
1799,123203.12699522432
1800,117698.2205752841
1801,120598.43486512397
1802,150316.61070578548
1803,165712.18780480884
1804,130144.8980922343
1805,134687.2391088411
1806,129672.97410031669
1807,147996.32107586478
1808,128560.3609735828
1809,135338.81886039762
1810,145199.8668825215
1811,94670.53352593273
1812,118525.03307526486
1813,122175.13967128066
1814,118459.95747855309
1815,73785.60636865585
1816,115701.62634236137
1817,108247.9629811362
1818,170134.66568950115
1819,123103.93962200955
1820,118373.74064627681
1821,129672.97410031669
1822,165712.18780480884
1823,89623.97642066955
1824,141253.4177915246
1825,134376.77457913026
1826,115701.62634236137
1827,123416.59939174878
1828,127020.35634707767
1829,132150.45008844105
1830,164289.2045199251
1831,173255.23438138518
1832,142056.27904190496
1833,151572.2033596994
1834,146108.82180420886
1835,191325.9951930242
1836,149973.74224642766
1837,118459.95747855309
1838,135307.16764855437
1839,96615.50797678404
1840,132236.4232241943
1841,130268.38219855326
1842,97677.77536794872
1843,151263.5790502269
1844,146927.22359103002
1845,157325.41776393162
1846,168149.44270515945
1847,156160.94293496772
1848,73785.60636865585
1849,109905.09400677723
1850,128271.78796563053
1851,154116.2451354431
1852,131866.58715767539
1853,128271.78796563053
1854,197090.93281294664
1855,179999.6431967922
1856,191325.9951930242
1857,164127.3573653779
1858,139746.91069356335
1859,123680.64035563888
1860,142661.91151152767
1861,123680.64035563888
1862,276190.9878748788
1863,276190.9878748788
1864,276190.9878748788
1865,362205.4369686539
1866,350786.06303214596
1867,272684.83781286946
1868,317776.1269784689
1869,206653.95235818697
1870,266347.1494795361
1871,276915.2809946877
1872,178151.26187231494
1873,204212.0021419656
1874,133777.38144633843
1875,214757.87299630736
1876,173308.00537852873
1877,206946.0517929942
1878,216858.63730121404
1879,123416.59939174878
1880,128689.9376918899
1881,221536.93132489634
1882,273804.4221094044
1883,199776.13225066007
1884,211366.72318372264
1885,242704.69766697488
1886,305970.4435014574
1887,197809.55993910384
1888,272684.83781286946
1889,171986.1008747102
1890,122293.07686133069
1891,137441.12696730898
1892,118459.95747855309
1893,132236.4232241943
1894,132236.4232241943
1895,152909.79881088831
1896,127020.35634707767
1897,130318.68792865923
1898,123103.93962200955
1899,154739.91410139683
1900,165908.77214734262
1901,159374.06538345193
1902,132236.4232241943
1903,230821.26521809056
1904,142933.29321035012
1905,186095.65423195684
1906,139722.53968010683
1907,191178.70185100444
1908,146927.22359103002
1909,150087.51909005153
1910,150087.51909005153
1911,173496.42190626136
1912,276946.5056307068
1913,143171.87984998844
1914,83130.24556279505
1915,261991.13963636366
1916,84593.66799576113
1917,288305.2242373709
1918,137108.53300643718
1919,160752.12643443275
1920,144652.6711665277
1921,389121.53441456583
1922,327178.07894566545
1923,177299.51751141268
1924,224030.36186261754
1925,202230.2313298323
1926,371797.111574517
1927,131466.47196133962
1928,163392.33422488204
1929,122175.13967128066
1930,135130.2174823102
1931,134849.22100116085
1932,127105.40057323842
1933,164120.37810270506
1934,158727.22900054115
1935,171227.38579182615
1936,155657.98903469348
